k,ruta,t_offset,media
31,REM,-6,0.2059043827740585
31,REM,-5,0.20509759982426962
31,REM,-4,0.20512907952070236
31,REM,-3,0.20460950807634606
31,REM,-2,0.2047795241641015
31,REM,-1,0.20573105503405845
31,REM,0,0.2066102604217389
31,SWS,-15,0.1946624589857654
31,SWS,-14,0.1953825758308427
31,SWS,-13,0.19591373229814954
31,SWS,-12,0.19589797058142722
31,SWS,-11,0.19601655589497607
31,SWS,-10,0.196053319413897
31,SWS,-9,0.19596498671746412
31,SWS,-8,0.19615388599930295
31,SWS,-7,0.19749062602547393
31,SWS,-6,0.1988627489078491
31,SWS,-5,0.1998834828683986
31,SWS,-4,0.20069212967699224
31,SWS,-3,0.20176275916458145
31,SWS,-2,0.20328388798614622
31,SWS,-1,0.20574217620585913
31,SWS,0,0.20951162664185313
32,REM,-15,0.21504885922459996
32,REM,-14,0.2151012135403497
32,REM,-13,0.2146578531812977
32,REM,-12,0.2145063975139668
32,REM,-11,0.21241989528590982
32,REM,-10,0.21342170465251672
32,REM,-9,0.21076537089215386
32,REM,-8,0.2110007538327149
32,REM,-7,0.21216528519751535
32,REM,-6,0.21236629784107208
32,REM,-5,0.2117748741308848
32,REM,-4,0.21279064899212435
32,REM,-3,0.2129505255136145
32,REM,-2,0.21333179615207554
32,REM,-1,0.21235097665339708
32,REM,0,0.21166866645216942
32,SWS,-15,0.17875692596502393
32,SWS,-14,0.1828991358096783
32,SWS,-13,0.18208587674562596
32,SWS,-12,0.18297214538324624
32,SWS,-11,0.18391566442838614
32,SWS,-10,0.18439176720632633
32,SWS,-9,0.18412648881508026
32,SWS,-8,0.18398725255659432
32,SWS,-7,0.18743953674003996
32,SWS,-6,0.19072994374655147
32,SWS,-5,0.19289628464487654
32,SWS,-4,0.1959753528237343
32,SWS,-3,0.19917379846660102
32,SWS,-2,0.20407528891949586
32,SWS,-1,0.21159432234941716
32,SWS,0,0.2226069704218322
33,REM,-15,0.199459611054729
33,REM,-14,0.1993629366159439
33,REM,-13,0.1996072119957692
33,REM,-12,0.19978067906279312
33,REM,-11,0.19930692288008603
33,REM,-10,0.19899210657762445
33,REM,-9,0.20020175642437404
33,REM,-8,0.19987476670316287
33,REM,-7,0.20067118321146285
33,REM,-6,0.20003701746463776
33,REM,-5,0.20087785243988038
33,REM,-4,0.20081688698969388
33,REM,-3,0.20066623048609997
33,REM,-2,0.20012174623528706
33,REM,-1,0.20018337001757963
33,REM,0,0.19998247494154117
33,SWS,-15,0.19932203245497196
33,SWS,-14,0.2003013427950378
33,SWS,-13,0.20025317173851423
33,SWS,-12,0.20068560040090233
33,SWS,-11,0.20035546262195145
33,SWS,-10,0.2008665003617045
33,SWS,-9,0.2006285986955592
33,SWS,-8,0.20107854390220278
33,SWS,-7,0.2024005985465543
33,SWS,-6,0.20405704237241795
33,SWS,-5,0.20533835376376536
33,SWS,-4,0.20620325553146276
33,SWS,-3,0.20801212032878302
33,SWS,-2,0.2095757356097161
33,SWS,-1,0.21237465150035215
33,SWS,0,0.2164972555160033
34,REM,-15,0.19903894075575998
34,REM,-14,0.19853489058358328
34,REM,-13,0.19856443920650999
34,REM,-12,0.19866444013620677
34,REM,-11,0.199302462014285
34,REM,-10,0.19896821386140326
34,REM,-9,0.19787896010610792
34,REM,-8,0.1977271576012884
34,REM,-7,0.1980266679847051
34,REM,-6,0.19846129044890404
34,REM,-5,0.19817428529262543
34,REM,-4,0.19870559675128838
34,REM,-3,0.19851297553045205
34,REM,-2,0.19900019297894744
34,REM,-1,0.1984005913670574
34,REM,0,0.19798208411563845
34,SWS,-15,0.19782926518226338
34,SWS,-14,0.19918033111299205
34,SWS,-13,0.1989715850550281
34,SWS,-12,0.19931831385474652
34,SWS,-11,0.19971100845630618
34,SWS,-10,0.19948230893679067
34,SWS,-9,0.1994639617323086
34,SWS,-8,0.19947152703431
34,SWS,-7,0.20036552923506704
34,SWS,-6,0.20183684521499165
34,SWS,-5,0.20287222077893974
34,SWS,-4,0.20432337827303193
34,SWS,-3,0.20551896077103732
34,SWS,-2,0.20679992925323232
34,SWS,-1,0.20921022763054145
34,SWS,0,0.21287635409366912
35,REM,-15,0.21025246776202144
35,REM,-14,0.21084841064044407
35,REM,-13,0.20968140299255783
35,REM,-12,0.20989408461671127
35,REM,-11,0.20910395885055716
35,REM,-10,0.20949075371026993
35,REM,-9,0.20719718905510726
35,REM,-8,0.2077597345092467
35,REM,-7,0.20746084267184847
35,REM,-6,0.20781520841752782
35,REM,-5,0.20724676609039305
35,REM,-4,0.2083001734786912
35,REM,-3,0.20873820243111577
35,REM,-2,0.20943040101184057
35,REM,-1,0.20843295407082355
35,REM,0,0.20797723959035733
35,SWS,-15,0.18725471630274693
35,SWS,-14,0.18864612574251288
35,SWS,-13,0.18848637374472027
35,SWS,-12,0.1889800305943936
35,SWS,-11,0.1889801741294239
35,SWS,-10,0.18923587268087225
35,SWS,-9,0.18926947549084164
35,SWS,-8,0.18907896566922497
35,SWS,-7,0.19051355551714186
35,SWS,-6,0.19157276266717657
35,SWS,-5,0.19277058704872035
35,SWS,-4,0.19379512417045505
35,SWS,-3,0.19524339047389302
35,SWS,-2,0.1969848436788774
35,SWS,-1,0.19982989964990697
35,SWS,0,0.20412029478951402
36,REM,-15,0.2040085363037446
36,REM,-14,0.2048093306166785
36,REM,-13,0.20442829824782707
36,REM,-12,0.20461908923952202
36,REM,-11,0.20481440594250505
36,REM,-10,0.20533062064129373
36,REM,-9,0.2051164173969516
36,REM,-8,0.20468773879110813
36,REM,-7,0.20451374257367755
36,REM,-6,0.20507564417579593
36,REM,-5,0.20474952459335327
36,REM,-4,0.2045885746024157
36,REM,-3,0.20388798128409558
36,REM,-2,0.20362107501816504
36,REM,-1,0.20426137372851372
36,REM,0,0.20572328063495018
36,SWS,-15,0.18363020548196596
36,SWS,-14,0.1867018348386145
36,SWS,-13,0.18580905772930334
36,SWS,-12,0.18656973377801478
36,SWS,-11,0.18637515086194742
36,SWS,-10,0.18651314593956503
36,SWS,-9,0.18684013562881394
36,SWS,-8,0.18671252516804226
36,SWS,-7,0.18890061580586706
36,SWS,-6,0.19132102571706722
36,SWS,-5,0.1930915840822666
36,SWS,-4,0.1952881460840052
36,SWS,-3,0.1977704578056568
36,SWS,-2,0.20086332095760695
36,SWS,-1,0.20569229962832605
36,SWS,0,0.21329851451595705
37,REM,-15,0.2067398240461069
37,REM,-14,0.20744823472840446
37,REM,-13,0.2067605893354158
37,REM,-12,0.2063976953688421
37,REM,-11,0.20617149262265724
37,REM,-10,0.20677306114331537
37,REM,-9,0.2061006744150762
37,REM,-8,0.20554170518049172
37,REM,-7,0.2062214066584905
37,REM,-6,0.20637617062996416
37,REM,-5,0.20583296517531077
37,REM,-4,0.20651378639434514
37,REM,-3,0.20604547193969588
37,REM,-2,0.20649262233493254
37,REM,-1,0.20708382981164114
37,REM,0,0.2086857165045598
37,SWS,-15,0.1671174759062651
37,SWS,-14,0.16969809878585684
37,SWS,-13,0.16979149119420486
37,SWS,-12,0.17044129350688308
37,SWS,-11,0.17133607423823813
37,SWS,-10,0.171546243445974
37,SWS,-9,0.17151735584862185
37,SWS,-8,0.17157028549036402
37,SWS,-7,0.17380438411030277
37,SWS,-6,0.17706824727555648
37,SWS,-5,0.17920983971944496
37,SWS,-4,0.1816680069674145
37,SWS,-3,0.1842771835806893
37,SWS,-2,0.18797883973784849
37,SWS,-1,0.19416774339696397
37,SWS,0,0.20358779989718412
38,REM,-15,0.1967883776215946
38,REM,-14,0.19738855021340507
38,REM,-13,0.19758477162670446
38,REM,-12,0.196978675691705
38,REM,-11,0.19672034240581773
38,REM,-10,0.19678149469520734
38,REM,-9,0.19757591298332922
38,REM,-8,0.19620921622429574
38,REM,-7,0.1977096526395707
38,REM,-6,0.19726498994757147
38,REM,-5,0.19735004663467406
38,REM,-4,0.19684980868508942
38,REM,-3,0.19680120966520653
38,REM,-2,0.19696644132899255
38,REM,-1,0.19815061347825186
38,REM,0,0.1994808158453773
38,SWS,-15,0.2052685305058399
38,SWS,-14,0.2060754334824717
38,SWS,-13,0.20617318584406671
38,SWS,-12,0.20666169002652168
38,SWS,-11,0.20662550962921503
38,SWS,-10,0.20690728010426104
38,SWS,-9,0.2062829907564138
38,SWS,-8,0.20673123675926475
38,SWS,-7,0.20768465701190905
38,SWS,-6,0.20860212292263214
38,SWS,-5,0.20967902984488662
38,SWS,-4,0.2102512033825571
38,SWS,-3,0.21111487482136826
38,SWS,-2,0.21259185162858224
38,SWS,-1,0.2145114021007516
38,SWS,0,0.21746918470340587
39,REM,-15,0.23295622406636968
39,REM,-14,0.23354179944310868
39,REM,-13,0.23244331736822385
39,REM,-12,0.2338375221741827
39,REM,-11,0.22914550284093077
39,REM,-10,0.23027208641819333
39,REM,-9,0.22555193056662878
39,REM,-8,0.22591822647622653
39,REM,-7,0.22558817740470644
39,REM,-6,0.22515131072962985
39,REM,-5,0.22415745576222737
39,REM,-4,0.22587581645501287
39,REM,-3,0.22553063659782868
39,REM,-2,0.2254502215643519
39,REM,-1,0.2237416221094983
39,REM,0,0.22200345708166852
39,SWS,-15,0.18280334756753155
39,SWS,-14,0.1856405079110056
39,SWS,-13,0.18518298987514717
39,SWS,-12,0.18551968014799058
39,SWS,-11,0.18610404496607574
39,SWS,-10,0.18568423631745326
39,SWS,-9,0.18547934076643938
39,SWS,-8,0.18552944035666763
39,SWS,-7,0.1877637759022329
39,SWS,-6,0.19078178337232315
39,SWS,-5,0.19243775878972674
39,SWS,-4,0.19512726982886142
39,SWS,-3,0.19764160334579345
39,SWS,-2,0.20163140377738106
39,SWS,-1,0.20724249885212043
39,SWS,0,0.21579137248669805
40,REM,-15,0.19899667974780588
40,REM,-14,0.19962010170732225
40,REM,-13,0.1990213893555306
40,REM,-12,0.19924649557000712
40,REM,-11,0.1992045176977461
40,REM,-10,0.19952909713206085
40,REM,-9,0.19936031820597472
40,REM,-8,0.19895125765885627
40,REM,-7,0.19891041091510228
40,REM,-6,0.19882425863076658
40,REM,-5,0.19878883977731068
40,REM,-4,0.19868585486945353
40,REM,-3,0.19773996935551424
40,REM,-2,0.19780340191629744
40,REM,-1,0.19805100666625158
40,REM,0,0.19876443320775733
40,SWS,-15,0.18793638732945808
40,SWS,-14,0.19077983600461584
40,SWS,-13,0.19033702875464414
40,SWS,-12,0.19142187456600368
40,SWS,-11,0.19136870738820752
40,SWS,-10,0.19165729615889804
40,SWS,-9,0.19109658383770495
40,SWS,-8,0.19174780625446586
40,SWS,-7,0.19474468054785127
40,SWS,-6,0.19753726097670468
40,SWS,-5,0.199842204576108
40,SWS,-4,0.20169395892457528
40,SWS,-3,0.2047875741027235
40,SWS,-2,0.20891989520947699
40,SWS,-1,0.21437100946561655
40,SWS,0,0.22398669699501453
41,REM,-15,0.19789016991853714
41,REM,-14,0.1991193971463612
41,REM,-13,0.19844265684888168
41,REM,-12,0.19865129574349052
41,REM,-11,0.19895370677113533
41,REM,-10,0.1985213299808295
41,REM,-9,0.19858064695640845
41,REM,-8,0.19744459699307168
41,REM,-7,0.19842453584784553
41,REM,-6,0.1983175117741613
41,REM,-5,0.19768647571404774
41,REM,-4,0.19741197224510343
41,REM,-3,0.19714815286268672
41,REM,-2,0.19780825124573462
41,REM,-1,0.19862589679126227
41,REM,0,0.20001321264049587
41,SWS,-15,0.18845742704155288
41,SWS,-14,0.18945863193426377
41,SWS,-13,0.18872624278561143
41,SWS,-12,0.18907817883882672
41,SWS,-11,0.18902420695277228
41,SWS,-10,0.18961552268182727
41,SWS,-9,0.18946435613347995
41,SWS,-8,0.18954369957280007
41,SWS,-7,0.19062295085054703
41,SWS,-6,0.19160736260567118
41,SWS,-5,0.19196536351199173
41,SWS,-4,0.19241664606061848
41,SWS,-3,0.19307243987554457
41,SWS,-2,0.19455948655664082
41,SWS,-1,0.19643404409502843
41,SWS,0,0.19949125754025437
42,REM,-15,0.21218475304982243
42,REM,-14,0.21316848397254945
42,REM,-13,0.2125288739397719
42,REM,-12,0.21287357885586589
42,REM,-11,0.21038633686575023
42,REM,-10,0.21138447782267694
42,REM,-9,0.20973603951710243
42,REM,-8,0.20969377617750848
42,REM,-7,0.21041818294260237
42,REM,-6,0.21070942742859616
42,REM,-5,0.21044783492883046
42,REM,-4,0.21138148735228338
42,REM,-3,0.21146002860672503
42,REM,-2,0.2105500294068425
42,REM,-1,0.20942664332687855
42,REM,0,0.20897107439882615
42,SWS,-15,0.17331012456773598
42,SWS,-14,0.1753427905914111
42,SWS,-13,0.17509665309397643
42,SWS,-12,0.17566492967307568
42,SWS,-11,0.17611939438443253
42,SWS,-10,0.1757412262155976
42,SWS,-9,0.17551927791525987
42,SWS,-8,0.1756791802728252
42,SWS,-7,0.17721477955922313
42,SWS,-6,0.17947522650427997
42,SWS,-5,0.18095791814339102
42,SWS,-4,0.1825412162325599
42,SWS,-3,0.18416889417704527
42,SWS,-2,0.18665927076633548
42,SWS,-1,0.19078484651523198
42,SWS,0,0.19615096866594936
43,REM,-15,0.20596087022739298
43,REM,-14,0.2065249468599047
43,REM,-13,0.2062877118587494
43,REM,-12,0.2065649099255863
43,REM,-11,0.20587565986947579
43,REM,-10,0.20628856543613516
43,REM,-9,0.20616548591189915
43,REM,-8,0.20613656964685237
43,REM,-7,0.20600796975786723
43,REM,-6,0.2060807969640283
43,REM,-5,0.20532997071743012
43,REM,-4,0.20561568439006805
43,REM,-3,0.2052362340401454
43,REM,-2,0.20535933571992462
43,REM,-1,0.20545285886951856
43,REM,0,0.20689981715644107
43,SWS,-15,0.1851477854162733
43,SWS,-14,0.18683780908075154
43,SWS,-13,0.18652159308106447
43,SWS,-12,0.1870279163122177
43,SWS,-11,0.18705727473117303
43,SWS,-10,0.18690826093227092
43,SWS,-9,0.18621264240204893
43,SWS,-8,0.1863398937283048
43,SWS,-7,0.18796753532242502
43,SWS,-6,0.19050226635473935
43,SWS,-5,0.1918784938937989
43,SWS,-4,0.19398381093686276
43,SWS,-3,0.19592235358507654
43,SWS,-2,0.19911890093919257
43,SWS,-1,0.20333455259615507
43,SWS,0,0.20898481545629444
44,REM,-15,0.2074726320364896
44,REM,-14,0.20701403319835662
44,REM,-13,0.20762106574870445
44,REM,-12,0.20688621150819878
44,REM,-11,0.20733438398350368
44,REM,-10,0.20672108103399692
44,REM,-9,0.2066088906592793
44,REM,-8,0.20646083541214466
44,REM,-7,0.20663567738873617
44,REM,-6,0.20668810781310587
44,REM,-5,0.20650442461172738
44,REM,-4,0.20668842388611092
44,REM,-3,0.20652270747954588
44,REM,-2,0.20697593504620582
44,REM,-1,0.20679870141404016
44,REM,0,0.20755019718233278
44,SWS,-15,0.1886164589184467
44,SWS,-14,0.18938103509254944
44,SWS,-13,0.18906355569185304
44,SWS,-12,0.18945465399883687
44,SWS,-11,0.18919417942347733
44,SWS,-10,0.18919440841590854
44,SWS,-9,0.18881695949478655
44,SWS,-8,0.18889791380827595
44,SWS,-7,0.18979517456101275
44,SWS,-6,0.1905429505887516
44,SWS,-5,0.19138066033225748
44,SWS,-4,0.19182436791333285
44,SWS,-3,0.1927444194027079
44,SWS,-2,0.19396173723146948
44,SWS,-1,0.195409877594016
44,SWS,0,0.19800470337975443
45,REM,-15,0.20763620778041728
45,REM,-14,0.20874761981623513
45,REM,-13,0.20739027334226146
45,REM,-12,0.2076319703146031
45,REM,-11,0.20602891932834277
45,REM,-10,0.20793942297282425
45,REM,-9,0.20753977309774468
45,REM,-8,0.2084745437438999
45,REM,-7,0.20885962342459058
45,REM,-6,0.2103742019218557
45,REM,-5,0.21006345868110657
45,REM,-4,0.21104582614804568
45,REM,-3,0.21082053899046888
45,REM,-2,0.21062065046472647
45,REM,-1,0.21036635592047656
45,REM,0,0.2114044848610373
45,SWS,-15,0.15819390097232622
45,SWS,-14,0.1682864952291179
45,SWS,-13,0.1676118877554728
45,SWS,-12,0.17059648991562426
45,SWS,-11,0.17306444297234216
45,SWS,-10,0.17250867292914593
45,SWS,-9,0.17262437066297656
45,SWS,-8,0.173597963514981
45,SWS,-7,0.17957004091177864
45,SWS,-6,0.18767243496236954
45,SWS,-5,0.19221080739551516
45,SWS,-4,0.2002964773638682
45,SWS,-3,0.2079253724011464
45,SWS,-2,0.2190329009325991
45,SWS,-1,0.23429229949470237
45,SWS,0,0.25957955488862444
46,REM,-15,0.20011218374266343
46,REM,-14,0.2003163137606212
46,REM,-13,0.19964283543664055
46,REM,-12,0.20002776894130206
46,REM,-11,0.19959591024301268
46,REM,-10,0.20019444013419357
46,REM,-9,0.19945230776513065
46,REM,-8,0.19899978994258813
46,REM,-7,0.19969862037234837
46,REM,-6,0.19915219527833602
46,REM,-5,0.19945502320925396
46,REM,-4,0.1993391725577806
46,REM,-3,0.19982161274157376
46,REM,-2,0.19972738393188752
46,REM,-1,0.19986933216984784
46,REM,0,0.19971071282292113
46,SWS,-15,0.1982752041560467
46,SWS,-14,0.19912549331147447
46,SWS,-13,0.19955526489364214
46,SWS,-12,0.19960694492328912
46,SWS,-11,0.19995275658109915
46,SWS,-10,0.19962681179315273
46,SWS,-9,0.1994012537973606
46,SWS,-8,0.199579954052427
46,SWS,-7,0.20035365412290068
46,SWS,-6,0.20185763066146464
46,SWS,-5,0.20269004844907504
46,SWS,-4,0.2038590400733731
46,SWS,-3,0.20488363516524555
46,SWS,-2,0.20642870302561303
46,SWS,-1,0.20863219450913734
46,SWS,0,0.211936658382171
47,REM,-15,0.21071619715760737
47,REM,-14,0.21126817677702223
47,REM,-13,0.21109500205194628
47,REM,-12,0.21094544624027453
47,REM,-11,0.21031045812097462
47,REM,-10,0.2102561891078949
47,REM,-9,0.20958303301422684
47,REM,-8,0.20902408712676593
47,REM,-7,0.20971747050209652
47,REM,-6,0.20872540530913017
47,REM,-5,0.2084555157025655
47,REM,-4,0.20916925174625298
47,REM,-3,0.20935299202620264
47,REM,-2,0.20911190451420458
47,REM,-1,0.2093844094446727
47,REM,0,0.20894963842104464
47,SWS,-15,0.19206793299902267
47,SWS,-14,0.1928915245156003
47,SWS,-13,0.1929577213427252
47,SWS,-12,0.19319859647657722
47,SWS,-11,0.1933366639026697
47,SWS,-10,0.19338569454324078
47,SWS,-9,0.19321478972371842
47,SWS,-8,0.19375586879860823
47,SWS,-7,0.19509071111679077
47,SWS,-6,0.19629809085060568
47,SWS,-5,0.19708858704685572
47,SWS,-4,0.19798714762384242
47,SWS,-3,0.19896201516796902
47,SWS,-2,0.20087043568491936
47,SWS,-1,0.20324301864834432
47,SWS,0,0.2072835979520418
48,REM,-15,0.22233138408731012
48,REM,-14,0.22214785601411546
48,REM,-13,0.22175998140025782
48,REM,-12,0.2218277144588922
48,REM,-11,0.21897379546002907
48,REM,-10,0.21945071026034976
48,REM,-9,0.2167223002071734
48,REM,-8,0.2166006083467177
48,REM,-7,0.21701419211569287
48,REM,-6,0.21695065257303855
48,REM,-5,0.21609824975331623
48,REM,-4,0.21738650630179204
48,REM,-3,0.2168619327516441
48,REM,-2,0.2174648734712109
48,REM,-1,0.21592943676348245
48,REM,0,0.2152926906505052
48,SWS,-15,0.17254923980369746
48,SWS,-14,0.17522973509935233
48,SWS,-13,0.1747090976592923
48,SWS,-12,0.17579507210757583
48,SWS,-11,0.176205698562705
48,SWS,-10,0.17617862608651041
48,SWS,-9,0.17583933758814604
48,SWS,-8,0.17560724088340807
48,SWS,-7,0.17791947165782424
48,SWS,-6,0.18012195347464657
48,SWS,-5,0.18178585913050826
48,SWS,-4,0.18428789621049707
48,SWS,-3,0.18656599921424213
48,SWS,-2,0.1898228945866437
48,SWS,-1,0.19484408135742035
48,SWS,0,0.202574017723483
49,REM,-15,0.21308289117672863
49,REM,-14,0.21344463654926846
49,REM,-13,0.21262186846217593
49,REM,-12,0.21257268010001434
49,REM,-11,0.21176581355658444
49,REM,-10,0.21248483139535654
49,REM,-9,0.21025177422497007
49,REM,-8,0.20899820221321924
49,REM,-7,0.21061719480961089
49,REM,-6,0.21037143578424172
49,REM,-5,0.21060272177060446
49,REM,-4,0.2111427587898154
49,REM,-3,0.21175204325153166
49,REM,-2,0.2120917852699142
49,REM,-1,0.21175773282136237
49,REM,0,0.21119326079154715
49,SWS,-15,0.17693060984678358
49,SWS,-14,0.18485516882859743
49,SWS,-13,0.18462631956112285
49,SWS,-12,0.18615390558261424
49,SWS,-11,0.18777584295341934
49,SWS,-10,0.18811851855314954
49,SWS,-9,0.18870819266268749
49,SWS,-8,0.18931889695346735
49,SWS,-7,0.1948601027158485
49,SWS,-6,0.2027932172790568
49,SWS,-5,0.2070530819803921
49,SWS,-4,0.21407863409681754
49,SWS,-3,0.22087406400379125
49,SWS,-2,0.2297134698486664
49,SWS,-1,0.24259649161622995
49,SWS,0,0.2624834744102901
